From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	PubMed ID
RNF220	Q9BWG1	unreviewed	Q9BWG1_HUMAN	RNF220 protein	RNF220	Homo sapiens (Human)	112					15489334
RNF220	U3KPZ6	unreviewed	U3KPZ6_HUMAN	E3 ubiquitin-protein ligase RNF220	RNF220	Homo sapiens (Human)	45					16710414
GSN	P06396	reviewed	GELS_HUMAN	Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)	GSN	Homo sapiens (Human)	782	actin cap [GO:0030478]; actin cytoskeleton [GO:0015629]; blood microparticle [GO:0072562]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; podosome [GO:0002102]; sarcoplasm [GO:0016528]; secretory granule lumen [GO:0034774]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; myosin II binding [GO:0045159]; phosphatidylinositol 3-kinase catalytic subunit binding [GO:0036313]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; actin filament capping [GO:0051693]; actin filament depolymerization [GO:0030042]; actin filament polymerization [GO:0030041]; actin filament reorganization [GO:0090527]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; actin polymerization or depolymerization [GO:0008154]; amyloid fibril formation [GO:1990000]; barbed-end actin filament capping [GO:0051016]; cardiac muscle cell contraction [GO:0086003]; cell projection assembly [GO:0030031]; cellular response to type II interferon [GO:0071346]; central nervous system development [GO:0007417]; cilium assembly [GO:0060271]; hepatocyte apoptotic process [GO:0097284]; negative regulation of viral entry into host cell [GO:0046597]; phagocytosis, engulfment [GO:0006911]; positive regulation of actin nucleation [GO:0051127]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway [GO:2001269]; positive regulation of gene expression [GO:0010628]; positive regulation of keratinocyte apoptotic process [GO:1902174]; positive regulation of protein processing in phagocytic vesicle [GO:1903923]; protein destabilization [GO:0031648]; regulation of establishment of T cell polarity [GO:1903903]; regulation of plasma membrane raft polarization [GO:1903906]; regulation of podosome assembly [GO:0071801]; regulation of receptor clustering [GO:1903909]; relaxation of cardiac muscle [GO:0055119]; renal protein absorption [GO:0097017]; response to muscle stretch [GO:0035994]; sequestering of actin monomers [GO:0042989]; striated muscle atrophy [GO:0014891]	actin filament capping [GO:0051693]; actin filament depolymerization [GO:0030042]; actin filament polymerization [GO:0030041]; actin filament reorganization [GO:0090527]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; actin polymerization or depolymerization [GO:0008154]; amyloid fibril formation [GO:1990000]; barbed-end actin filament capping [GO:0051016]; cardiac muscle cell contraction [GO:0086003]; cell projection assembly [GO:0030031]; cellular response to type II interferon [GO:0071346]; central nervous system development [GO:0007417]; cilium assembly [GO:0060271]; hepatocyte apoptotic process [GO:0097284]; negative regulation of viral entry into host cell [GO:0046597]; phagocytosis, engulfment [GO:0006911]; positive regulation of actin nucleation [GO:0051127]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway [GO:2001269]; positive regulation of gene expression [GO:0010628]; positive regulation of keratinocyte apoptotic process [GO:1902174]; positive regulation of protein processing in phagocytic vesicle [GO:1903923]; protein destabilization [GO:0031648]; regulation of establishment of T cell polarity [GO:1903903]; regulation of plasma membrane raft polarization [GO:1903906]; regulation of podosome assembly [GO:0071801]; regulation of receptor clustering [GO:1903909]; relaxation of cardiac muscle [GO:0055119]; renal protein absorption [GO:0097017]; response to muscle stretch [GO:0035994]; sequestering of actin monomers [GO:0042989]; striated muscle atrophy [GO:0014891]	actin cap [GO:0030478]; actin cytoskeleton [GO:0015629]; blood microparticle [GO:0072562]; cortical actin cytoskeleton [GO:0030864]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; phagocytic vesicle [GO:0045335]; plasma membrane [GO:0005886]; podosome [GO:0002102]; sarcoplasm [GO:0016528]; secretory granule lumen [GO:0034774]	actin binding [GO:0003779]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; myosin II binding [GO:0045159]; phosphatidylinositol 3-kinase catalytic subunit binding [GO:0036313]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]	3020431; 14702039; 15164053; 15489334; 12665801; 6092370; 2157434; 2153578; 8703941; 9003812; 10210201; 20393563; 21269460; 23186163; 24275569; 8395021; 8599675; 12460571; 16466744; 19666512; 23009842; 2176481; 1338910; 16959974
GSN	A0A0A0MS51	unreviewed	A0A0A0MS51_HUMAN	Gelsolin (Actin-depolymerizing factor) (Brevin)	GSN	Homo sapiens (Human)	748	actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]; cell projection organization [GO:0030030]	actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]; cell projection organization [GO:0030030]		actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]	15164053; 21269460; 23186163; 24275569
GSN	A0A0A0MT01	unreviewed	A0A0A0MT01_HUMAN	Gelsolin (Actin-depolymerizing factor) (Brevin)	GSN	Homo sapiens (Human)	767	actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]; cell projection organization [GO:0030030]	actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]; cell projection organization [GO:0030030]		actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]	15164053; 21269460; 23186163; 24275569
GSN	A0A0U1RQL8	unreviewed	A0A0U1RQL8_HUMAN	Macrophage-capping protein (Actin regulatory protein CAP-G)	GSN	Homo sapiens (Human)	232	lamellipodium [GO:0030027]; melanosome [GO:0042470]; nucleus [GO:0005634]; ruffle [GO:0001726]; actin filament binding [GO:0051015]; actin filament severing [GO:0051014]; actin polymerization or depolymerization [GO:0008154]; barbed-end actin filament capping [GO:0051016]	actin filament severing [GO:0051014]; actin polymerization or depolymerization [GO:0008154]; barbed-end actin filament capping [GO:0051016]	lamellipodium [GO:0030027]; melanosome [GO:0042470]; nucleus [GO:0005634]; ruffle [GO:0001726]	actin filament binding [GO:0051015]	15164053; 21269460; 24275569
GSN	A0A8V8TND7	unreviewed	A0A8V8TND7_HUMAN	Gelsolin	GSN	Homo sapiens (Human)	755					15164053
GSN	Q5T0H8	unreviewed	Q5T0H8_HUMAN	Gelsolin	GSN	Homo sapiens (Human)	67					15164053; 21269460; 24275569
GSN	Q5T0I0	unreviewed	Q5T0I0_HUMAN	Macrophage-capping protein (Actin regulatory protein CAP-G)	GSN	Homo sapiens (Human)	260	focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; melanosome [GO:0042470]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; ruffle [GO:0001726]; actin filament binding [GO:0051015]; phosphatidylinositol 3-kinase catalytic subunit binding [GO:0036313]; actin filament depolymerization [GO:0030042]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; barbed-end actin filament capping [GO:0051016]; cardiac muscle cell contraction [GO:0086003]; cellular response to type II interferon [GO:0071346]; phagocytosis, engulfment [GO:0006911]; positive regulation of protein processing in phagocytic vesicle [GO:1903923]; relaxation of cardiac muscle [GO:0055119]; response to muscle stretch [GO:0035994]	actin filament depolymerization [GO:0030042]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; barbed-end actin filament capping [GO:0051016]; cardiac muscle cell contraction [GO:0086003]; cellular response to type II interferon [GO:0071346]; phagocytosis, engulfment [GO:0006911]; positive regulation of protein processing in phagocytic vesicle [GO:1903923]; relaxation of cardiac muscle [GO:0055119]; response to muscle stretch [GO:0035994]	focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; melanosome [GO:0042470]; nucleus [GO:0005634]; phagocytic vesicle [GO:0045335]; ruffle [GO:0001726]	actin filament binding [GO:0051015]; phosphatidylinositol 3-kinase catalytic subunit binding [GO:0036313]	15164053; 21269460; 24275569
C2orf92	A0A1B0GVN3	reviewed	CB092_HUMAN	Uncharacterized protein C2orf92 (Long intergenic non-protein coding RNA 1125)	C2orf92 LINC01125	Homo sapiens (Human)	265	membrane [GO:0016020]		membrane [GO:0016020]		15815621
C2orf92	A0A1B0GTH1	unreviewed	A0A1B0GTH1_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	145	membrane [GO:0016020]		membrane [GO:0016020]		15815621
C2orf92	A0A1B0GTX5	unreviewed	A0A1B0GTX5_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	91					15815621
C2orf92	A0A1B0GUD5	unreviewed	A0A1B0GUD5_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	41					15815621
C2orf92	A0A1B0GUG7	unreviewed	A0A1B0GUG7_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	38					15815621
C2orf92	A0A1B0GUK5	unreviewed	A0A1B0GUK5_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	41					15815621
C2orf92	A0A1B0GV62	unreviewed	A0A1B0GV62_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	39					15815621
C2orf92	A0A1B0GVE2	unreviewed	A0A1B0GVE2_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	139	membrane [GO:0016020]		membrane [GO:0016020]		15815621
C2orf92	A0A1B0GVP0	unreviewed	A0A1B0GVP0_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	68					15815621
C2orf92	A0A1B0GVT1	unreviewed	A0A1B0GVT1_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	37					15815621
C2orf92	A0A1B0GW71	unreviewed	A0A1B0GW71_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	148					15815621
C2orf92	A0A1B0GW88	unreviewed	A0A1B0GW88_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	231	membrane [GO:0016020]		membrane [GO:0016020]		15815621
C2orf92	A0A1B0GWB7	unreviewed	A0A1B0GWB7_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	49					15815621
C2orf92	A0A1B0GWI3	unreviewed	A0A1B0GWI3_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	144					15815621
C2orf92	A0A1B0GWK3	unreviewed	A0A1B0GWK3_HUMAN	Uncharacterized protein C2orf92	C2orf92	Homo sapiens (Human)	44					15815621
IRF6	O14896	reviewed	IRF6_HUMAN	Interferon regulatory factor 6 (IRF-6)	IRF6	Homo sapiens (Human)	467	cell junction [GO:0030054]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]; cell development [GO:0048468]; cranial skeletal system development [GO:1904888]; immune system process [GO:0002376]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; roof of mouth development [GO:0060021]; stem cell proliferation [GO:0072089]	cell development [GO:0048468]; cranial skeletal system development [GO:1904888]; immune system process [GO:0002376]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; roof of mouth development [GO:0060021]; stem cell proliferation [GO:0072089]	cell junction [GO:0030054]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; sequence-specific double-stranded DNA binding [GO:1990837]	14702039; 16710414; 15489334; 16049006; 18212048; 21269460; 12219090; 12920575; 14640121; 14618417; 15300989; 15317890; 17122170; 18478600; 19036739; 20803643; 21082654; 25691407
IRF6	A0A2R8YHF3	unreviewed	A0A2R8YHF3_HUMAN	Interferon regulatory factor 6	IRF6	Homo sapiens (Human)	179	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; positive regulation of transcription by RNA polymerase II [GO:0045944]	positive regulation of transcription by RNA polymerase II [GO:0045944]	nucleus [GO:0005634]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	16710414; 21269460
IRF6	A0A8Q3WL17	unreviewed	A0A8Q3WL17_HUMAN	Interferon regulatory factor 6	IRF6	Homo sapiens (Human)	235	sequence-specific double-stranded DNA binding [GO:1990837]; positive regulation of transcription by RNA polymerase II [GO:0045944]	positive regulation of transcription by RNA polymerase II [GO:0045944]		sequence-specific double-stranded DNA binding [GO:1990837]	16710414
IRF6	B1AJU4	unreviewed	B1AJU4_HUMAN	Interferon regulatory factor 6	IRF6	Homo sapiens (Human)	276	cell junction [GO:0030054]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; positive regulation of transcription by RNA polymerase II [GO:0045944]	positive regulation of transcription by RNA polymerase II [GO:0045944]	cell junction [GO:0030054]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	16710414; 21269460
IRF6	G0Z349	unreviewed	G0Z349_HUMAN	Interferon regulatory factor 6	IRF6	Homo sapiens (Human)	467	cell junction [GO:0030054]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; transcription cis-regulatory region binding [GO:0000976]; cell development [GO:0048468]; cranial skeletal system development [GO:1904888]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; roof of mouth development [GO:0060021]; stem cell proliferation [GO:0072089]	cell development [GO:0048468]; cranial skeletal system development [GO:1904888]; keratinocyte differentiation [GO:0030216]; keratinocyte proliferation [GO:0043616]; limb development [GO:0060173]; mammary gland epithelial cell differentiation [GO:0060644]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of stem cell proliferation [GO:2000647]; roof of mouth development [GO:0060021]; stem cell proliferation [GO:0072089]	cell junction [GO:0030054]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; transcription cis-regulatory region binding [GO:0000976]	
TRAV26-1	A0A087WT03	reviewed	TVAZ1_HUMAN	T cell receptor alpha variable 26-1	TRAV26-1	Homo sapiens (Human)	109	T cell receptor complex [GO:0042101]; adaptive immune response [GO:0002250]; response to bacterium [GO:0009617]	adaptive immune response [GO:0002250]; response to bacterium [GO:0009617]	T cell receptor complex [GO:0042101]		12508121; 15040585; 20452950; 23524462; 24600447; 25493333
TUBB1	Q9H4B7	reviewed	TBB1_HUMAN	Tubulin beta-1 chain	TUBB1	Homo sapiens (Human)	451	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; microtubule polymerization [GO:0046785]; mitotic cell cycle [GO:0000278]; platelet aggregation [GO:0070527]; platelet formation [GO:0030220]; spindle assembly [GO:0051225]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]	microtubule cytoskeleton organization [GO:0000226]; microtubule polymerization [GO:0046785]; mitotic cell cycle [GO:0000278]; platelet aggregation [GO:0070527]; platelet formation [GO:0030220]; spindle assembly [GO:0051225]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]	cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; intercellular bridge [GO:0045171]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; mitotic spindle [GO:0072686]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; structural constituent of cytoskeleton [GO:0005200]	11780052; 15489334; 12665801; 16371510; 18347012; 19524510; 20191564; 26875866; 15956286; 18849486
PHF21B	Q96EK2	reviewed	PF21B_HUMAN	PHD finger protein 21B	PHF21B KIAA1661	Homo sapiens (Human)	531	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	15461802; 14702039; 10591208; 15489334
PHF21B	A0A0S2Z615	unreviewed	A0A0S2Z615_HUMAN	PHD finger protein 21B isoform 3	PHF21B	Homo sapiens (Human)	302					26871637
PHF21B	A0A0S2Z665	unreviewed	A0A0S2Z665_HUMAN	PHD finger protein 21B isoform 2	PHF21B	Homo sapiens (Human)	489	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	26871637
PHF21B	A0A0S2Z6R3	unreviewed	A0A0S2Z6R3_HUMAN	PHD finger protein 21B isoform 1	PHF21B	Homo sapiens (Human)	531	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	26871637
PHF21B	B0QYW2	unreviewed	B0QYW2_HUMAN	PHD finger protein 21B	PHF21B	Homo sapiens (Human)	191					10591208
PHF21B	B1AHC5	unreviewed	B1AHC5_HUMAN	PHD finger protein 21B (PHD finger protein 21B, isoform CRA_c) (cDNA FLJ34161 fis, clone FCBBF3014229, highly similar to PHD finger protein 21B)	PHF21B hCG_1989577	Homo sapiens (Human)	327	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	10591208; 11181995; 14702039
PHF21B	B1AHC6	unreviewed	B1AHC6_HUMAN	PHD finger protein 21B	PHF21B	Homo sapiens (Human)	137					10591208
GALNTL5	Q7Z4T8	reviewed	GLTL5_HUMAN	Inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5 (Polypeptide GalNAc transferase 15) (GalNAc-T15) (pp-GaNTase 15) (Protein-UDP acetylgalactosaminyltransferase 15) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 15)	GALNTL5 GALNT15	Homo sapiens (Human)	443	Golgi apparatus [GO:0005794]; late endosome membrane [GO:0031902]; metal ion binding [GO:0046872]; spermatid development [GO:0007286]	spermatid development [GO:0007286]	Golgi apparatus [GO:0005794]; late endosome membrane [GO:0031902]	metal ion binding [GO:0046872]	12853948; 15489334; 24398516; 28206990
GALNTL5	A0A090N7Y5	unreviewed	A0A090N7Y5_HUMAN	Testis tissue sperm-binding protein Li 61n (UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 15) (UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5, isoform CRA_c)	GALNT15 GALNTL5 hCG_1990635 tcag7.1273	Homo sapiens (Human)	443	membrane [GO:0016020]; transferase activity [GO:0016740]		membrane [GO:0016020]	transferase activity [GO:0016740]	11181995; 12690205
GALNTL5	D3DX14	unreviewed	D3DX14_HUMAN	Inactive polypeptide N-acetylgalactosaminyltransferase-like protein 5 (UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 5, isoform CRA_d)	GALNTL5 hCG_1990635	Homo sapiens (Human)	130	membrane [GO:0016020]; transferase activity [GO:0016740]		membrane [GO:0016020]	transferase activity [GO:0016740]	11181995; 12853948
RYR1	P21817	reviewed	RYR1_HUMAN	Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)	RYR1 RYDR	Homo sapiens (Human)	5038	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; I band [GO:0031674]; junctional sarcoplasmic reticulum membrane [GO:0014701]; organelle membrane [GO:0031090]; plasma membrane [GO:0005886]; ryanodine receptor complex [GO:1990425]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; smooth endoplasmic reticulum [GO:0005790]; terminal cisterna [GO:0014802]; Z disc [GO:0030018]; ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; calcium-induced calcium release activity [GO:0048763]; calcium-release channel activity [GO:0015278]; calmodulin binding [GO:0005516]; ryanodine-sensitive calcium-release channel activity [GO:0005219]; voltage-gated calcium channel activity [GO:0005245]; calcium ion transport [GO:0006816]; cellular response to caffeine [GO:0071313]; cellular response to calcium ion [GO:0071277]; muscle contraction [GO:0006936]; ossification involved in bone maturation [GO:0043931]; outflow tract morphogenesis [GO:0003151]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0014808]; response to caffeine [GO:0031000]; response to hypoxia [GO:0001666]; skeletal muscle fiber development [GO:0048741]; skin development [GO:0043588]	calcium ion transport [GO:0006816]; cellular response to caffeine [GO:0071313]; cellular response to calcium ion [GO:0071277]; muscle contraction [GO:0006936]; ossification involved in bone maturation [GO:0043931]; outflow tract morphogenesis [GO:0003151]; protein homotetramerization [GO:0051289]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0014808]; response to caffeine [GO:0031000]; response to hypoxia [GO:0001666]; skeletal muscle fiber development [GO:0048741]; skin development [GO:0043588]	cell cortex [GO:0005938]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; extracellular exosome [GO:0070062]; I band [GO:0031674]; junctional sarcoplasmic reticulum membrane [GO:0014701]; organelle membrane [GO:0031090]; plasma membrane [GO:0005886]; ryanodine receptor complex [GO:1990425]; sarcolemma [GO:0042383]; sarcoplasmic reticulum [GO:0016529]; sarcoplasmic reticulum membrane [GO:0033017]; smooth endoplasmic reticulum [GO:0005790]; terminal cisterna [GO:0014802]; Z disc [GO:0030018]	ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; calcium-induced calcium release activity [GO:0048763]; calcium-release channel activity [GO:0015278]; calmodulin binding [GO:0005516]; ryanodine-sensitive calcium-release channel activity [GO:0005219]; voltage-gated calcium channel activity [GO:0005245]	2298749; 1354642; 8220422; 8661021; 15057824; 1639409; 1774074; 7751854; 7556644; 9607712; 18650434; 18765655; 18268335; 18318008; 20961976; 21514828; 22752422; 27918309; 8220423; 7829078; 8012359; 7849712; 7881417; 9066328; 9389851; 9138151; 9497245; 9450902; 10484775; 10051009; 10097181; 10823104; 10888602; 10612851; 11113224; 11389482; 11575529; 11709545; 11741831; 11241852; 11525881; 12059893; 12411788; 12112081; 12066726; 12208234; 12123492; 11928716; 12136074; 12883402; 14670767; 12937085; 12709367; 12566385; 12719381; 12565913; 15448513; 14732627; 14985404; 15221887; 16163667; 16380615; 17204054; 17226826; 18312400; 18253926; 19191329; 19685112; 20142353; 20583297; 20681998; 21674524; 24013571; 23558838; 24561095; 26381711; 26115329; 27586648; 26631338; 27616680; 27234031
RYR1	A0A8I5KSR1	unreviewed	A0A8I5KSR1_HUMAN	Ryanodine receptor 1	RYR1	Homo sapiens (Human)	1140	membrane [GO:0016020]; ryanodine-sensitive calcium-release channel activity [GO:0005219]; cellular calcium ion homeostasis [GO:0006874]	cellular calcium ion homeostasis [GO:0006874]	membrane [GO:0016020]	ryanodine-sensitive calcium-release channel activity [GO:0005219]	15057824
RYR1	A0A8I5KUY6	unreviewed	A0A8I5KUY6_HUMAN	Ryanodine receptor 1	RYR1	Homo sapiens (Human)	692	ryanodine-sensitive calcium-release channel activity [GO:0005219]; cellular calcium ion homeostasis [GO:0006874]	cellular calcium ion homeostasis [GO:0006874]		ryanodine-sensitive calcium-release channel activity [GO:0005219]	15057824
RYR1	G9I593	unreviewed	G9I593_HUMAN	Ryanodine receptor 1	RYR1	Homo sapiens (Human)	49	membrane [GO:0016020]		membrane [GO:0016020]		
RYR1	L8E9F3	unreviewed	L8E9F3_HUMAN	Alternative protein RYR1	RYR1	Homo sapiens (Human)	87					23950983
RYR1	M0R014	unreviewed	M0R014_HUMAN	Ryanodine receptor 1	RYR1	Homo sapiens (Human)	886	membrane [GO:0016020]; calcium channel activity [GO:0005262]		membrane [GO:0016020]	calcium channel activity [GO:0005262]	15057824
RYR1	M0R0S0	unreviewed	M0R0S0_HUMAN	Ryanodine receptor 1	RYR1	Homo sapiens (Human)	79	calcium ion binding [GO:0005509]; ryanodine-sensitive calcium-release channel activity [GO:0005219]			calcium ion binding [GO:0005509]; ryanodine-sensitive calcium-release channel activity [GO:0005219]	15057824
RYR1	M0R127	unreviewed	M0R127_HUMAN	Ryanodine receptor 1 (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)	RYR1	Homo sapiens (Human)	3059	sarcoplasmic reticulum membrane [GO:0033017]; ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; ryanodine-sensitive calcium-release channel activity [GO:0005219]		sarcoplasmic reticulum membrane [GO:0033017]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]; calmodulin binding [GO:0005516]; ryanodine-sensitive calcium-release channel activity [GO:0005219]	15057824
RYR1	M0R1U6	unreviewed	M0R1U6_HUMAN	Ryanodine receptor 1	RYR1	Homo sapiens (Human)	658	membrane [GO:0016020]; ryanodine-sensitive calcium-release channel activity [GO:0005219]; cellular calcium ion homeostasis [GO:0006874]	cellular calcium ion homeostasis [GO:0006874]	membrane [GO:0016020]	ryanodine-sensitive calcium-release channel activity [GO:0005219]	15057824
